id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
5868,F,1.5625,1.2,0.3875,31.99241075,14.4865945,7.314171,8.50485,11.0
5869,M,1.5625,1.225,0.4375,33.55163325,14.968536,6.406987,9.355335,10.0
5870,F,1.7375,1.3625,0.5125,51.5110415,19.54698025,8.57572375,14.118051,11.0
5871,I,1.2375,0.95,0.2625,13.96212875,5.896696,2.93417325,3.8271825,7.0
5872,I,1.2125,0.9375,0.3,15.5071765,6.13766675,3.13261975,4.819415,7.0
5873,F,1.6125,1.2625,0.4375,36.38658325,15.52135125,9.53960675,10.61688775,12.0
5874,F,1.1125,0.875,0.2875,12.3320325,5.96756975,2.9199985,3.40194,7.0
5875,F,1.4625,1.1625,0.3875,29.993771,13.99047825,6.3786375,8.6465975,10.0
5876,M,1.0875,0.825,0.2625,11.6516445,4.309124,2.65067825,3.8271825,9.0
5877,F,1.4125,1.075,0.3125,22.4244545,10.9712565,4.5075705,6.3786375,9.0
5878,F,1.3,1.0,0.375,18.71067,8.49067525,3.86970675,6.23689,10.0
5879,M,1.475,1.1875,0.3125,24.720764,10.829509,5.159609,6.6054335,10.0
5880,M,1.7,1.3375,0.5625,43.7999775,22.26853225,10.70193625,12.3320325,11.0
5881,M,1.55,1.2125,0.4,35.096681,16.54193325,8.4198015,9.31281075,8.0
5882,I,1.325,1.0375,0.325,18.540573,7.314171,4.8477645,5.8116475,9.0
5883,M,1.5625,1.2125,0.4125,30.94347925,13.73533275,7.01650125,8.788345,10.0
5884,I,1.0875,0.8125,0.2875,11.94931425,5.2446575,2.65067825,3.30271675,7.0
5885,F,1.5375,1.2375,0.45,35.50774875,17.3215445,8.03708325,9.355335,9.0
5886,F,1.2625,1.0125,0.3125,19.74542675,9.2702865,3.95475525,5.23048275,8.0
5887,I,1.2875,0.975,0.3,18.71067,8.20718025,4.40834725,4.819415,8.0
5888,M,1.4375,1.1,0.225,26.94619975,11.8784405,6.80388,7.5126175,11.0
5889,I,1.1375,0.8875,0.325,14.628342,5.71242425,2.76407625,5.2446575,9.0
5890,M,1.6125,1.3,0.475,40.78075575,18.21455375,7.95203475,11.056305,11.0
5891,I,0.4375,0.325,0.1375,0.89300925,0.35436875,0.18427175,0.35436875,4.0
5892,M,1.4,1.1,0.35,25.16018125,12.1619355,4.1106775,7.5126175,9.0
5893,I,1.2,0.95,0.3125,15.989118,6.25106475,3.04757125,4.9611625,10.0
5894,M,1.25,1.0,0.375,17.236496,6.350288,4.5642695,7.5126175,9.0
5895,F,1.6,1.25,0.4375,40.78075575,19.391058,8.561549,10.0640725,10.0
5896,M,1.3,1.0,0.325,18.71067,7.0590255,3.855532,5.953395,12.0
5897,I,0.5875,0.4375,0.2125,1.8994165,0.60951425,0.5386405,0.56699,3.0
5898,M,1.6375,1.375,0.475,42.921143,16.82542825,11.12717875,12.8990225,9.0
5899,M,1.5375,1.1875,0.4,29.426781,13.65028425,6.2652395,7.5126175,9.0
5900,M,0.725,0.5375,0.15,3.6570855,1.0489315,0.6520385,1.13398,13.0
5901,I,1.025,0.775,0.2625,10.262519,4.03980375,2.25378525,3.2601925,7.0
5902,I,1.1625,0.9125,0.3,14.004653,6.633783,2.4664065,3.96893,8.0
5903,M,1.8,1.4,0.475,62.652395,30.34813975,13.947954,14.38737125,12.0
5904,F,1.525,1.1875,0.4125,31.6096925,13.11164375,7.41339425,8.9300925,12.0
5905,M,1.4625,1.1625,0.375,25.27357925,11.41067375,4.86193925,7.01650125,8.0
5906,M,1.625,1.3625,0.4125,39.405805,20.00057225,9.05766525,10.20582,10.0
5907,F,1.6125,1.2625,0.475,29.9087225,10.61688775,7.427569,10.0640725,11.0
5908,I,0.45,0.325,0.1,0.83631025,0.35436875,0.18427175,0.283495,5.0
5909,M,1.4375,1.1625,0.4125,28.8314415,11.8784405,5.839997,7.7961125,16.0
5910,F,1.55,1.225,0.3875,34.23202125,15.80484625,7.9662095,9.355335,9.0
5911,M,1.7,1.3125,0.5125,50.39123625,16.31513725,11.2547515,11.7650425,19.0
5912,I,1.075,0.8375,0.2875,10.262519,4.46504625,2.22543575,3.40194,8.0
5913,M,0.6875,0.5,0.175,2.664853,0.80796075,0.56699,0.850485,10.0
5914,M,1.2,0.975,0.3125,16.68368075,6.5487345,3.0333965,5.2446575,9.0
5915,F,1.775,1.4125,0.5125,48.931237,19.0225145,10.87203325,12.757275,16.0
5916,M,1.0875,0.8125,0.275,10.149121,4.5075705,1.94194075,2.83495,7.0
5917,M,1.5,1.2,0.4,29.0582375,12.927372,4.57844425,8.6465975,16.0
5918,M,1.4375,1.1125,0.3625,25.911443,12.0485375,4.57844425,7.087375,9.0
5919,M,0.925,0.6875,0.25,6.180191,2.87747425,0.907184,1.984465,5.0
5920,I,1.2125,0.8125,0.275,13.777857,6.0384435,3.061746,4.53592,8.0
5921,F,1.6,1.3125,0.475,36.4291075,13.9763035,8.674947,10.3475675,13.0
5922,M,1.3375,1.0875,0.425,23.85610425,9.19941275,4.819415,7.2291225,10.0
5923,F,1.65,1.3125,0.4125,38.16483425,19.20678625,8.66077225,11.4815475,10.0
5924,M,1.45,1.1375,0.3875,27.9667818,12.00601325,5.8683465,7.654365,8.0
5925,F,1.5875,1.25,0.475,37.74735925,16.896302,8.60407325,11.056305,12.0
5926,I,1.4875,1.1875,0.425,31.9498865,13.947954,6.293589,8.9300925,10.0
5927,F,1.55,1.2625,0.45,38.11590275,16.68368075,9.185238,10.61688775,12.0
5928,M,0.8875,0.7125,0.2375,7.9095105,3.4869885,1.3891255,2.1262125,7.0
5929,M,1.6,1.2875,0.3875,40.78075575,19.40523275,9.62465525,10.489315,10.0
5930,M,1.3,0.9875,0.3375,18.71067,9.6671795,4.03980375,4.9611625,9.0
5931,I,1.3,1.0625,0.3875,23.586784,8.8733935,5.9250455,8.0796075,16.0
5932,F,1.4625,1.125,0.375,27.34309275,13.59358525,4.97533725,7.087375,11.0
5933,F,1.1875,0.9125,0.275,13.53688625,5.96756975,2.67902775,3.345241,8.0
5934,F,1.85,1.5,0.4625,57.606184,29.66775175,12.06271225,14.21727425,11.0
5935,F,1.65,1.3125,0.4875,36.6559035,16.51358375,8.448151,10.489315,10.0
5936,M,0.9375,0.725,0.2,6.64795775,2.53728025,1.6726205,2.1262125,8.0
5937,I,1.0125,0.7625,0.2375,9.19941275,4.63514325,1.6726205,2.494756,8.0
5938,I,0.95,0.6875,0.225,6.98815175,2.664853,1.17650425,2.19708625,6.0
5939,I,0.9375,0.725,0.2375,7.49844275,3.912231,1.28990225,2.39553275,7.0
5940,M,1.4625,1.15,0.4125,29.49765475,11.623295,6.30776375,8.9300925,13.0
5941,F,1.55,1.2375,0.4375,36.32988425,17.7751365,8.23552975,11.056305,16.0
5942,I,0.6125,0.4375,0.1375,2.96252275,1.17650425,0.396893,0.60951425,5.0
5943,F,1.575,1.2,0.3625,32.16250775,12.643877,6.67630725,9.7805775,14.0
5944,I,1.325,1.075,0.3125,18.6823205,8.4198015,3.95475525,5.6699,9.0
5945,M,1.3125,1.0,0.375,22.509503,9.355335,4.63514325,7.2291225,9.0
5946,I,0.975,0.725,0.275,9.0434905,4.32329875,1.587572,2.324659,6.0
5947,M,0.8625,0.6375,0.225,5.9250455,2.211261,1.6726205,1.871067,6.0
5948,M,1.3875,1.075,0.3625,23.79940525,10.24834425,4.63514325,6.87475375,10.0
5949,F,1.6,1.2625,0.475,40.25629,16.85377775,7.257472,11.1980525,15.0
5950,I,0.8875,0.6625,0.2,6.30776375,2.721552,1.14815475,1.8427175,6.0
5951,I,1.175,0.9125,0.3,17.90270925,8.63242275,4.025629,4.7910655,7.0
5952,F,1.625,1.2625,0.4625,47.230267,15.37960375,8.334753,12.40290625,15.0
5953,F,1.4,1.1,0.3375,24.323871,12.1052365,4.86193925,6.7188315,9.0
5954,M,1.625,1.2625,0.45,38.79629075,15.52135125,8.83086925,12.190285,16.0
5955,F,1.425,1.15,0.425,28.5479465,13.267566,5.329706,7.7961125,9.0
5956,F,1.45,1.125,0.375,31.808139,15.35125425,6.2652395,7.5126175,9.0
5957,I,0.7125,0.5125,0.1625,2.721552,1.0489315,0.52446575,0.850485,7.0
5958,F,1.3125,1.0,0.3875,20.31241675,8.1930055,3.7137845,5.953395,11.0
5959,F,1.5625,1.2375,0.4375,34.68561325,13.1258185,7.64019025,9.355335,11.0
5960,F,1.6125,1.25,0.4375,31.2694985,13.2959155,6.4353365,8.9300925,12.0
5961,F,1.125,0.8875,0.2625,13.36678925,5.06038575,3.005047,4.3941725,10.0
5962,I,1.325,1.0,0.325,16.68368075,7.654365,3.61456125,4.819415,8.0
5963,M,1.475,1.15,0.3875,28.02348075,12.47378,6.010094,7.200773,11.0
5964,F,1.475,1.125,0.4375,28.76056775,12.40290625,6.42116175,9.07184,11.0
5965,I,1.3125,1.0,0.325,19.9863975,8.448151,3.9405805,5.10291,11.0
5966,M,1.475,1.175,0.3875,28.066005,10.149121,6.973977,7.7961125,12.0
5967,M,1.5125,1.1875,0.4,32.545226,15.26620575,7.52679225,8.6465975,12.0
5968,M,1.5125,1.2125,0.4375,38.838815,16.8112535,8.63242275,11.056305,13.0
5969,F,1.4,1.1,0.3875,23.8986285,9.14271375,5.499803,7.37087,9.0
5970,F,1.2875,1.05,0.325,18.86659225,9.79475225,4.89028875,6.23689,10.0
5971,F,1.1875,0.9125,0.3125,13.53688625,4.9611625,2.6365035,5.2446575,9.0
5972,F,1.25,1.0,0.4125,25.2594045,10.75863525,6.22271525,7.087375,9.0
5973,M,1.5875,1.3375,0.525,40.78075575,21.1770765,10.92873225,18.6256215,12.0
5974,F,1.7,1.3625,0.4625,53.14113775,26.3366855,11.2547515,12.3320325,10.0
5975,M,1.4125,1.1,0.325,22.11261,9.525432,5.59902625,6.520385,8.0
5976,M,1.45,1.125,0.4125,26.818627,11.15552825,5.7549485,7.5126175,11.0
5977,I,1.4375,1.125,0.3625,24.720764,10.319218,5.6415505,6.9456275,15.0
5978,I,0.875,0.6625,0.2125,5.6699,2.22543575,1.77184375,1.984465,6.0
5979,M,1.375,1.0875,0.35,22.339406,10.716111,4.52174525,6.0384435,8.0
5980,I,1.3125,0.9875,0.3625,16.42853525,6.8322295,3.8838815,5.2446575,9.0
5981,I,0.875,0.6625,0.225,6.123492,3.18931875,1.0489315,1.71514475,7.0
5982,M,1.2,0.8875,0.2875,15.3937785,6.7755305,3.6003865,4.9611625,9.0
5983,I,1.1875,0.9125,0.275,12.48795475,5.839997,2.2963095,3.685435,8.0
5984,I,0.4375,0.3125,0.1,0.92135875,0.21262125,0.12757275,0.1417475,4.0
5985,M,1.5125,1.1375,0.4,30.03629525,12.47378,8.3631025,9.2135875,13.0
5986,I,0.525,0.3125,0.1375,1.304077,0.35436875,0.18427175,0.226796,4.0
5987,F,1.5625,1.225,0.425,32.02076025,15.03940975,7.7394135,9.6104805,9.0
5988,I,0.9375,0.675,0.2,6.293589,2.67902775,1.304077,1.8427175,7.0
5989,M,0.9,0.675,0.225,6.80388,3.16096925,1.51669825,1.70097,7.0
5990,M,1.5125,1.1875,0.4125,27.68328675,12.71475075,6.39281225,8.50485,10.0
5991,F,1.5375,1.1875,0.4,32.715323,14.16057525,7.7961125,8.788345,10.0
5992,M,1.5875,1.25,0.3875,32.772022,14.2030995,7.01650125,9.4970825,11.0
5993,M,1.55,1.2,0.425,31.90736225,14.10387625,6.67630725,8.9300925,12.0
5994,M,1.475,1.125,0.3875,28.8314415,14.0897015,5.5281525,6.76135575,10.0
5995,M,1.3625,1.05,0.35,22.8213475,9.96484925,4.12485225,6.80388,12.0
5996,M,1.3375,1.0375,0.3625,24.84833675,9.6104805,4.7343665,7.2291225,10.0
5997,M,1.3125,0.9875,0.3875,17.349894,7.6827145,4.082328,5.386405,9.0
5998,I,0.575,0.45,0.1375,1.8427175,0.75126175,0.41106775,0.56699,4.0
5999,M,0.95,0.7125,0.2625,7.55514175,3.47281375,1.68679525,2.1262125,10.0
6000,I,1.025,0.8125,0.25,10.13494625,4.83358975,2.08368825,2.9199985,7.0
6001,I,1.2875,1.0375,0.3625,23.28911425,10.8578585,5.71242425,6.9456275,9.0
6002,M,1.4,1.1,0.3625,30.51823675,14.0330025,6.19436575,7.37087,11.0
6003,I,0.5125,0.375,0.0875,1.09145575,0.3118445,0.1417475,0.283495,5.0
6004,F,1.0875,0.85,0.3,13.90542975,5.6982495,3.10427025,3.5436875,7.0
6005,M,1.5875,1.1875,0.3875,34.5013415,17.293195,6.50621025,8.50485,9.0
6006,F,1.55,1.2,0.3625,29.80949925,13.31009025,7.35669525,7.5126175,10.0
6007,F,1.45,1.0875,0.375,26.26581175,8.7599955,5.2446575,8.3631025,14.0
6008,I,1.0875,0.825,0.25,11.509897,5.443104,2.2963095,2.87747425,6.0
6009,F,1.55,1.2125,0.4,26.54930675,10.6877615,5.06038575,8.221355,18.0
6010,F,1.4,1.1,0.4,26.138239,9.62465525,6.7755305,9.4970825,11.0
6011,F,1.5375,1.2,0.3375,30.91512975,14.16057525,6.76135575,8.6465975,15.0
6012,I,0.9875,0.725,0.225,8.901743,4.139027,1.68679525,2.36718325,7.0
6013,M,1.4125,1.1125,0.3875,24.50814275,9.42620875,5.783298,7.01650125,10.0
6014,M,1.525,1.225,0.3875,26.3933845,10.77281,5.3013565,9.7805775,10.0
6015,M,1.325,1.025,0.3125,20.9502805,8.8733935,4.86193925,5.20213325,11.0
6016,M,1.7125,1.325,0.425,44.22522,18.9091165,10.70193625,13.891255,9.0
6017,M,1.5,1.225,0.4375,34.6147395,17.179797,8.23552975,9.1568885,11.0
6018,M,1.3375,1.075,0.3875,20.53921275,9.62465525,4.89028875,6.9456275,9.0
6019,I,1.125,0.8375,0.25,11.169703,4.706017,2.3530085,3.3735905,7.0
6020,F,1.3,1.0,0.3375,17.84601025,7.15824875,3.67126025,5.2446575,8.0
6021,M,1.475,1.1625,0.3625,31.127751,15.2803805,6.67630725,7.93786,10.0
6022,M,1.4625,1.125,0.3625,27.1871705,13.08329425,4.706017,6.80388,15.0
6023,F,1.7125,1.35,0.4375,45.91201525,15.49300175,9.68135425,15.01106025,13.0
6024,M,1.4,1.1375,0.375,27.37144225,11.679994,5.48562825,7.93786,9.0
6025,F,1.375,1.0125,0.375,27.03124825,9.25611175,5.8116475,8.6465975,12.0
6026,F,1.5375,1.2,0.4875,42.2124055,13.777857,8.17883075,12.0485375,17.0
6027,F,1.625,1.3375,0.4625,39.519203,13.99047825,9.05766525,13.1825175,16.0
6028,I,0.9,0.6625,0.2125,6.27941425,4.3374735,1.0489315,1.8427175,7.0
6029,M,1.425,1.125,0.375,24.11124975,11.24057675,5.499803,7.37087,9.0
6030,M,1.1,0.85,0.2625,11.94931425,5.37223025,2.891649,3.2601925,8.0
6031,F,1.3625,1.025,0.3625,20.97863,8.561549,4.5075705,6.6621325,12.0
6032,I,0.975,0.775,0.25,7.72523875,3.2601925,1.68679525,2.4097075,7.0
6033,M,1.525,1.2,0.4125,31.22697425,14.911837,7.47009325,7.7961125,9.0
6034,F,1.525,1.2,0.4625,38.42774725,12.927372,6.22271525,12.11941125,13.0
6035,M,0.9,0.6625,0.2125,5.613201,2.097863,1.43164975,1.70097,6.0
6036,F,1.5125,1.2125,0.4375,35.76289425,11.8217415,6.90310325,13.324265,20.0
6037,I,0.65,0.4875,0.1375,2.99087225,1.28990225,0.60951425,0.7087375,7.0
6038,F,1.6125,1.225,0.3875,33.26813825,14.004653,5.91087075,8.3631025,9.0
6039,I,0.9125,0.675,0.25,6.39281225,2.948348,1.34660125,1.5592225,7.0
6040,F,1.4375,1.175,0.4125,28.292801,12.82814875,6.27941425,7.7961125,9.0
6041,M,1.4625,1.1375,0.35,28.42037375,14.52911875,6.577084,6.520385,8.0
6042,F,1.0375,0.7875,0.25,9.45455825,3.44446425,1.871067,2.6932025,10.0
6043,M,1.6125,1.2375,0.4,36.3157095,17.293195,7.6827145,8.50485,9.0
6044,F,1.4875,1.15,0.4125,29.95124675,13.5227115,5.896696,8.788345,9.0
6045,I,1.15,0.85,0.325,10.44679075,4.876114,2.36718325,3.5436875,8.0
6046,I,1.125,0.8625,0.3375,13.551061,5.10291,3.33106625,4.3941725,14.0
6047,M,1.1875,0.925,0.3125,16.2442635,7.24329725,3.41611475,4.3941725,7.0
6048,F,1.5,1.175,0.375,28.81726675,14.69921575,6.2652395,7.654365,9.0
6049,I,1.125,0.8625,0.3,13.8062065,5.443104,3.10427025,3.742134,7.0
6050,M,1.825,1.425,0.45,65.87006325,32.47435225,11.24057675,12.190285,11.0
6051,M,1.425,1.175,0.425,30.277266,10.8011595,4.706017,10.0640725,13.0
6052,M,1.55,1.2,0.4375,30.0221205,14.2597985,7.10154975,8.3631025,12.0
6053,F,1.7625,1.4125,0.4875,49.90929475,17.6050395,7.6827145,15.6772735,14.0
6054,M,1.275,1.0,0.375,21.885814,9.87980075,5.556502,6.180191,8.0
6055,F,1.5,1.15,0.4,31.808139,13.60776,6.2652395,8.788345,10.0
6056,M,1.5625,1.2125,0.4125,29.029888,12.47378,7.2858215,8.6465975,11.0
6057,M,1.5625,1.25,0.4375,37.98833,16.23008875,7.35669525,11.056305,15.0
6058,I,1.275,0.9625,0.35,15.43630275,6.8322295,3.04757125,5.953395,8.0
6059,M,1.4125,1.1,0.3875,26.01066625,11.2547515,5.5848515,7.37087,9.0
6060,M,0.9,0.6875,0.225,6.917278,2.70737725,1.34660125,2.4097075,6.0
6061,I,1.4375,1.0875,0.3375,21.36134825,9.865626,4.252425,6.23689,11.0
6062,I,1.1375,0.8375,0.2875,11.60912025,5.11708475,2.05533875,3.118445,7.0
6063,I,1.1,0.875,0.2625,12.984071,5.4147545,2.8066005,3.685435,8.0
6064,F,1.475,1.1125,0.3625,26.80445225,10.375917,6.9456275,8.0796075,10.0
6065,M,1.6875,1.3125,0.4375,47.95317925,19.1359125,10.24834425,15.30873,10.0
6066,F,1.25,0.9125,0.3375,15.5071765,6.293589,3.86970675,4.819415,12.0
6067,M,1.725,1.3125,0.45,48.20832475,23.51591025,8.164656,12.3320325,8.0
6068,I,0.925,0.725,0.225,7.86698625,3.27436725,1.28990225,1.814368,6.0
6069,M,1.0625,0.825,0.2625,10.7444605,4.876114,2.84912475,3.40194,11.0
6070,M,1.8125,1.4,0.525,57.1242425,23.6151335,11.35397475,17.0097,12.0
6071,F,1.425,1.15,0.3625,28.19357775,12.94154675,7.52679225,7.5126175,10.0
6072,M,1.375,1.0875,0.3625,21.55979475,6.05261825,4.8477645,7.2291225,10.0
6073,F,0.8,0.6,0.2125,4.43669675,1.45999925,0.963883,1.360776,5.0
6074,F,1.5875,1.2125,0.5125,38.5269705,13.437663,8.391452,11.90679,24.0
6075,F,1.3125,0.9875,0.3,22.169309,7.66853975,4.5075705,5.2446575,9.0
6076,F,1.4375,1.1125,0.375,23.530085,9.979024,4.86193925,10.6310625,18.0
6077,F,1.5,1.2,0.4,28.16522825,12.133586,6.76135575,8.0796075,17.0
6078,I,0.9,0.6625,0.2,5.06038575,2.22543575,1.03475675,1.5592225,7.0
6079,I,1.0875,0.8125,0.2875,10.44679075,3.78465825,2.65067825,2.9766975,7.0
6080,M,1.625,1.3,0.4875,41.560367,17.19397175,8.77417025,11.3398,12.0
6081,M,1.45,1.1625,0.375,31.1561005,11.12717875,5.273007,9.355335,12.0
6082,I,1.0625,0.8125,0.275,11.2547515,4.63514325,2.5231055,3.40194,8.0
6083,M,1.425,1.1125,0.375,27.68328675,13.5794105,6.08096775,7.087375,10.0
6084,M,1.4,1.1,0.4125,25.84056925,11.35397475,5.74077375,7.7961125,9.0
6085,F,1.6,1.3,0.4375,37.37881575,15.989118,8.561549,11.056305,11.0
6086,F,1.6375,1.2625,0.45,37.1094955,17.67591325,7.29999625,9.355335,11.0
6087,F,1.25,0.975,0.35,20.1564945,9.87980075,4.12485225,5.10291,13.0
6088,I,1.0375,0.8125,0.25,10.035723,4.12485225,1.7293195,3.2601925,7.0
6089,M,1.55,1.2125,0.4,35.777069,14.89766225,8.731646,11.1980525,9.0
6090,M,1.7,1.3,0.4125,42.807745,20.695135,7.35669525,9.355335,11.0
6091,I,1.375,1.0625,0.3125,23.7852305,12.3887315,4.6209685,6.13766675,8.0
6092,F,1.5625,1.225,0.4375,39.19318375,16.782904,7.767763,11.7650425,13.0
6093,I,1.375,1.0625,0.35,21.6873675,10.19164525,4.46504625,5.953395,9.0
6094,F,1.5,1.2375,0.375,31.0427025,14.628342,6.25106475,7.654365,11.0
6095,M,1.5625,1.225,0.4125,33.40988575,16.96717575,6.690482,8.9300925,12.0
6096,I,1.375,1.0625,0.375,24.607366,10.6310625,5.93922025,6.80388,9.0
6097,F,1.6125,1.25,0.4,42.354153,17.1514475,9.7805775,11.056305,12.0
6098,F,1.575,1.2125,0.375,32.034935,16.44271,6.690482,8.50485,9.0
6099,M,1.6375,1.325,0.4875,40.25629,15.77649675,8.77417025,11.90679,18.0
6100,F,1.475,1.125,0.3625,22.169309,9.07184,5.0745605,6.6621325,11.0
6101,I,1.1375,0.875,0.325,15.43630275,7.41339425,3.27436725,3.8271825,8.0
6102,I,1.225,1.0,0.3375,18.01610725,6.577084,4.66349275,5.5281525,14.0
6103,M,1.4875,1.1875,0.3875,34.529691,15.4504775,7.3992195,9.7805775,13.0
6104,I,0.7375,0.55,0.175,3.81300775,1.54504775,0.83631025,0.9922325,5.0
6105,I,1.0,0.7875,0.2375,9.51125725,3.7137845,1.11980525,2.6932025,8.0
6106,I,0.9875,0.75,0.225,8.46232575,3.21766825,1.77184375,2.1262125,8.0
6107,M,1.625,1.3125,0.4625,36.55668025,17.0097,8.901743,10.0640725,11.0
6108,M,1.5875,1.25,0.375,35.777069,17.6050395,6.406987,9.2135875,10.0
6109,F,1.5625,1.2,0.3875,35.0116325,17.0097,8.221355,7.7961125,14.0
6110,M,1.1625,0.875,0.3125,16.62698175,7.10154975,3.33106625,4.40834725,7.0
6111,F,1.4375,1.125,0.325,22.8213475,10.36174225,4.86193925,6.9456275,8.0
6112,F,1.35,1.0125,0.3625,27.499015,9.128539,4.649318,7.5126175,16.0
6113,I,1.25,0.9625,0.3125,15.43630275,7.9095105,2.93417325,4.35164825,9.0
6114,I,1.0375,0.7625,0.2625,9.015141,4.5075705,2.324659,2.6932025,8.0
6115,F,1.425,1.1,0.3875,24.93338525,12.1619355,5.896696,6.80388,11.0
6116,F,1.6375,1.25,0.4625,34.6147395,14.7133905,7.3992195,10.489315,13.0
6117,F,1.5125,1.225,0.425,32.16250775,12.246984,7.654365,8.83086925,12.0
6118,M,1.875,1.375,0.5375,62.3972495,22.0275615,14.5432935,16.159215,16.0
6119,I,0.625,0.475,0.1375,2.0695135,0.793786,0.75126175,0.63786375,4.0
6120,M,1.4,1.125,0.3875,25.2027055,10.90038275,5.2446575,7.5126175,11.0
6121,M,1.2,0.9875,0.3125,16.5844575,8.164656,3.6003865,4.3941725,8.0
6122,F,1.375,1.0875,0.3625,21.659018,8.6465975,5.556502,7.2291225,14.0
6123,F,1.575,1.275,0.4875,43.6298805,18.5122235,10.36174225,14.3164975,10.0
6124,I,1.3,1.0,0.3125,16.34348675,8.3631025,3.3735905,4.5642695,8.0
6125,M,1.6625,1.2625,0.425,37.52056325,17.3215445,8.4198015,10.0640725,9.0
6126,F,1.4875,1.175,0.3875,30.220567,12.6155275,6.93145275,9.7805775,15.0
6127,F,1.4375,1.1125,0.3375,26.86115125,12.4454305,6.1518415,7.6260155,9.0
6128,M,1.5125,1.175,0.4125,33.622507,14.27397325,8.1363065,9.7238785,10.0
6129,F,1.5625,1.2375,0.4,34.0194,15.30873,6.6621325,9.922325,9.0
6130,I,1.4125,1.1125,0.3375,22.1976585,10.489315,4.479221,6.690482,19.0
6131,M,1.375,1.0375,0.375,24.7491135,12.927372,4.72019175,6.23689,8.0
6132,I,1.15,0.8875,0.2875,10.7444605,4.29494925,2.25378525,2.9766975,6.0
6133,F,1.525,1.2125,0.425,29.9654215,10.886208,5.17378375,10.20582,21.0
6134,I,1.0375,0.75,0.225,7.04485075,3.798833,0.8788345,2.4097075,7.0
6135,M,1.45,1.1625,0.375,27.895908,12.79979925,5.783298,7.767763,10.0
6136,M,1.5125,1.1625,0.375,26.64853,12.79979925,5.499803,7.93786,10.0
6137,M,1.425,1.1,0.4,24.99008425,9.62465525,5.82582225,8.3631025,15.0
6138,M,1.3375,1.1125,0.375,21.0069795,8.09378225,4.89028875,7.37087,9.0
6139,I,1.2375,0.9375,0.3125,15.35125425,6.5487345,3.118445,4.252425,8.0
6140,I,1.2875,1.0,0.3625,21.715717,7.427569,4.60679375,7.37087,13.0
6141,I,0.9125,0.6625,0.1875,5.5281525,2.211261,1.28990225,1.6726205,6.0
6142,I,0.9875,0.7375,0.225,8.06543275,3.21766825,1.7293195,2.324659,7.0
6143,I,0.6375,0.475,0.15,2.097863,0.89300925,0.4252425,0.7087375,5.0
6144,F,1.6125,1.2875,0.5375,42.921143,16.76872925,7.767763,14.74174,14.0
6145,I,0.5125,0.3625,0.125,1.020582,0.5386405,0.226796,0.38271825,4.0
6146,F,1.45,1.1125,0.4,27.669112,11.4248485,6.16601625,7.654365,12.0
6147,F,0.9125,0.675,0.25,4.09650275,2.02698925,0.94970825,1.304077,5.0
6148,I,1.375,1.0625,0.35,22.5378525,10.21999475,4.89028875,5.57067675,9.0
6149,I,0.975,0.7375,0.2375,7.93786,3.13261975,1.63009625,1.871067,7.0
6150,I,0.9625,0.675,0.25,7.55514175,2.83495,1.23320325,2.19708625,6.0
6151,F,1.5,1.1375,0.35,28.42037375,12.79979925,7.4559185,8.9300925,9.0
6152,F,1.3125,1.0,0.4125,20.22736825,7.1724235,5.03203625,6.80388,8.0
6153,I,1.0625,0.85,0.2875,10.44679075,3.78465825,2.56562975,3.5436875,7.0
6154,M,1.575,1.225,0.4375,35.4652245,18.200379,5.79747275,8.788345,12.0
6155,I,1.5125,1.2,0.3875,24.6357155,10.432616,4.5075705,9.07184,10.0
6156,M,1.3125,1.0,0.35,23.88445375,10.489315,5.11708475,6.520385,10.0
6157,M,1.45,1.1375,0.4,27.669112,13.0124205,6.76135575,7.087375,9.0
6158,F,1.3125,1.0625,0.3875,23.43086175,10.6877615,5.40057975,6.6621325,9.0
6159,I,1.25,0.95,0.3375,15.43630275,6.4920355,3.7137845,4.819415,9.0
6160,M,1.625,1.3125,0.5,44.8772585,20.85105725,9.73805325,12.3320325,11.0
6161,I,1.2125,0.95,0.325,18.370476,7.087375,3.8271825,4.9611625,16.0
6162,M,1.3125,1.0375,0.3375,22.169309,10.47514025,4.706017,6.0951425,9.0
6163,F,1.4,1.1,0.4125,27.68328675,12.0485375,5.556502,8.50485,11.0
6164,F,1.5625,1.225,0.425,33.92017675,13.11164375,8.391452,9.07184,11.0
6165,F,1.3125,1.1,0.3625,23.019794,11.43902325,4.86193925,6.180191,11.0
6166,F,1.4375,1.1875,0.425,31.467945,10.149121,6.8322295,9.07184,12.0
6167,F,1.525,1.1625,0.375,29.80949925,13.5794105,6.747181,7.2291225,9.0
6168,M,1.4125,1.075,0.3375,20.0430965,8.164656,4.706017,6.9456275,11.0
6169,F,1.5,1.175,0.35,31.18445,14.0330025,6.67630725,8.9300925,15.0
6170,I,1.2875,1.0,0.3,18.71067,8.34892775,3.98310475,5.386405,9.0
6171,F,1.325,1.0375,0.375,19.29183475,8.17883075,4.4508715,5.10291,8.0
6172,M,1.3125,1.0125,0.375,22.5945515,10.829509,5.37223025,6.9456275,10.0
6173,I,0.8125,0.675,0.1875,5.10291,2.45223175,1.03475675,1.5592225,6.0
6174,F,1.6125,1.2625,0.4375,38.9805625,16.386011,6.76135575,10.9145575,12.0
